"Meses","Desviacion","Estatura","sexo"
184,"+1 SD",175.7,"niño"
185,"+1 SD",176.1,"niño"
186,"+1 SD",176.4,"niño"
187,"+1 SD",176.7,"niño"
188,"+1 SD",177,"niño"
189,"+1 SD",177.3,"niño"
190,"+1 SD",177.6,"niño"
191,"+1 SD",177.9,"niño"
192,"+1 SD",178.1,"niño"
193,"+1 SD",178.4,"niño"
194,"+1 SD",178.6,"niño"
195,"+1 SD",178.8,"niño"
196,"+1 SD",179,"niño"
197,"+1 SD",179.2,"niño"
198,"+1 SD",179.4,"niño"
199,"+1 SD",179.6,"niño"
200,"+1 SD",179.8,"niño"
201,"+1 SD",179.9,"niño"
202,"+1 SD",180.1,"niño"
203,"+1 SD",180.2,"niño"
204,"+1 SD",180.3,"niño"
205,"+1 SD",180.4,"niño"
206,"+1 SD",180.5,"niño"
207,"+1 SD",180.6,"niño"
208,"+1 SD",180.7,"niño"
209,"+1 SD",180.8,"niño"
210,"+1 SD",180.9,"niño"
211,"+1 SD",180.9,"niño"
212,"+1 SD",181,"niño"
213,"+1 SD",181,"niño"
214,"+1 SD",181.1,"niño"
215,"+1 SD",181.1,"niño"
216,"+1 SD",181.2,"niño"
217,"+1 SD",181.2,"niño"
218,"+1 SD",181.3,"niño"
219,"+1 SD",181.3,"niño"
220,"+1 SD",181.3,"niño"
221,"+1 SD",181.3,"niño"
222,"+1 SD",181.4,"niño"
223,"+1 SD",181.4,"niño"
224,"+1 SD",181.4,"niño"
225,"+1 SD",181.4,"niño"
226,"+1 SD",181.4,"niño"
227,"+1 SD",181.5,"niño"
228,"+1 SD",181.5,"niño"
61,"+2 SD",115,"niño"
62,"+2 SD",115.6,"niño"
63,"+2 SD",116.2,"niño"
64,"+2 SD",116.7,"niño"
65,"+2 SD",117.3,"niño"
66,"+2 SD",117.8,"niño"
67,"+2 SD",118.4,"niño"
68,"+2 SD",118.9,"niño"
69,"+2 SD",119.5,"niño"
70,"+2 SD",120,"niño"
